minute_idx,BTC,DOGE,ETH,SOL,XRP
318,956230.4093363889,20797.01173037037,1291325.757322685,487333.187187037,105599.12039907408
319,1246529.9926414678,22869.025342752295,1488295.7621763302,572460.1492788991,53875.308011009176
320,1139275.8558045793,31904.43176869159,1442422.0817749533,513720.45608598134,133562.41220280374
321,1282524.839508624,25139.116336055045,1467266.8942254127,432847.3496669725,93951.17147798164
322,1339591.673431101,20627.894398073397,1008402.7699890826,492457.86075596325,75418.94940733945
323,1547209.8599748625,39282.3957346789,1499123.997539633,525390.4425824074,141640.27842314815
324,1715646.136828091,39840.10178381819,1406584.3190535454,647058.1533423424,143796.8586801802
325,1348779.353126422,33040.546319724774,1645358.910662202,560446.8424862386,70402.06735229358
326,1588758.0091844546,38221.44657836363,2167004.489789364,564110.9612154545,87919.58787
327,1562057.3429974774,27462.917274234234,1874850.192776036,466134.99398648646,58266.583624324325
328,1625098.741178899,48244.201613944955,1820629.6682206423,537741.4400513761,55813.70271284404
329,1482298.2042906422,33423.767353302756,1749958.5947693577,430548.10578532115,167267.41762293578
330,1337246.213418426,23557.541864444447,2093170.4886687037,621093.6898194444,97297.21746851852
331,1682278.779869,36293.043867,1721760.1617459091,715682.8242936364,132098.38003909093
332,1530684.448564144,33011.569329099104,2422080.540188919,847878.6856882882,68229.48821531532
333,1865829.8648361817,24711.602661181816,2220875.152557,547235.980440909,145633.1776709091
334,1794855.3610041284,27074.12854678899,2077690.2515512845,672448.916793578,121284.14289908257
335,1585857.7544844954,25596.070572110093,1970788.5427244038,501446.6020559633,93846.89631559633
336,1795507.6263935454,31199.656641909092,2028527.9638177273,489395.7545890909,135296.43664454547
337,2073534.427843796,24303.026241574073,2251189.5534546296,602009.314187963,109471.06771296298
338,2299970.5638504503,20515.68225792793,1867667.1168154955,498686.2597108108,102367.51061981982
339,1805464.1679359633,42677.574885321104,1521762.7118036698,528596.8905220183,85887.77591651375
340,2078949.790028991,36599.81287577982,1671193.00070789,393077.98517798167,111219.24766880734
341,1568812.6391844037,18650.14276321101,1419656.866408899,587861.142987156,159724.9494201835
342,1508487.040785727,22068.618723363637,1544029.1564343637,552170.2032318182,129012.69822385321
343,1559735.9257222936,30298.099700458715,1877032.722458991,379665.6200550459,107056.9697309091
344,1562124.2899641818,23841.098281363636,2742220.0490117273,455679.36725909094,55764.89656636363
345,1615815.8693677273,41065.792917181825,1372462.615172182,501363.18329,134720.99996545454
346,2487535.626084182,33826.84846518182,1625842.5033654547,776407.9454009092,109992.13064545454
347,3429855.2363947704,19964.529856146786,2292207.1973206424,648230.7438688073,31931.339358715595
348,1467305.5961069446,22890.069817407406,1556859.141614815,692344.4206148149,105765.07942129631
349,1401049.488709909,24071.58969018182,2111005.9193561818,679242.7057718182,60332.56010272727
350,1710460.767443091,24754.502969090907,1489022.865702091,495623.4873209091,158471.53330727274
351,1496435.9448155963,26478.038872018344,2279320.0198617433,496529.3104036697,81698.04435779815
352,1640080.0419297272,43139.698315272726,2005100.301333091,430991.79860091745,103890.87795596331
353,1652193.5516297272,22745.905783545455,1440316.9570727271,524922.360018018,142339.17674324324
354,1765031.585808,30249.705531363637,1333890.291227818,495793.16002999997,156427.7463909091
355,1305794.3180095414,18344.55475853211,1771499.3134991743,658251.2534954128,98336.04298073395
356,1891311.6905736364,38682.567135,1969931.646057818,1157840.7967363636,85764.21351181818
357,1714153.3829755965,36945.47698330275,2244441.348474404,632220.8316027523,151141.3703944954
358,1868415.4883214545,26655.75014318182,1660913.9042472725,1035166.7969654545,37732.828014545456
359,1582893.5311259092,16435.317031636365,1611780.7499375455,755150.6289081817,158631.28943363635
360,2134032.422032037,33367.21578305556,1403086.2799103705,596735.3679925925,151483.32648333334
361,1201153.2717755046,27650.82472798165,2163065.6111662383,624604.1900862386,71351.4574119266
362,1822614.8278682728,32145.490110363637,1885349.6531356364,567189.1119009091,126995.79761272729
363,2025093.515738182,43018.83917381818,1683238.4272165454,544211.9917563637,101277.48814727273
364,17962827.664401725,28620.605321272724,1711946.5943237273,478394.41790636367,102712.75673363636
365,4511345.278873027,118944.18380330276,1460464.9239533946,376345.432040367,150229.67301284402
366,17741634.666135002,282871.56891636364,1686526.0266846365,468708.1265881818,50324.47852272727
367,6571460.421407027,35843.67086522523,1854421.9651162163,480743.90130545455,113086.38650818181
368,4905643.302172455,32273.35682827273,1585569.5811327272,566345.093163964,63233.85947477477
369,8069915.215612845,24527.75914880734,1918499.882631468,462077.12710366974,80885.78396972477
370,1945495.685804054,31265.350487927928,2349066.1270557656,527946.9289765767,77960.85854324324
371,1819345.2667358716,31471.233794587155,1888650.353859266,484429.41580917436,81586.11550091744
372,1988488.2776715455,38348.049767181816,1429953.7490667272,335032.84444090904,82600.24028272727
373,2734459.818505045,53178.66166612612,1498428.925513784,424853.10605909093,81137.58073727273
374,2893584.7327386364,23948.798310181817,1789094.5204264545,489955.77284324326,101513.67027207208
375,2841755.8339224546,31150.75981109091,1585412.570949,542938.6322127272,121887.97178
376,2385478.633973727,41310.45717063636,1837472.5970527271,547816.55996,65776.71105636364
377,2531896.4510143637,20858.906436272726,1805352.6882361819,412112.2568890909,103126.28432727272
378,2574066.5836844547,63779.33217554545,1946935.3925762726,556384.0792518181,120293.94943636363
379,2384188.002338349,43848.63916706422,2294661.52447789,513386.87917889905,77731.83593394497
380,2016130.58231578,28825.936251009174,3044407.6710237614,479817.1846587156,77061.60222201835
381,2853000.552683119,51222.676948990826,14039308.361356882,444509.5832229358,112130.5233321101
382,2578485.003611468,36760.1753846789,8691717.14107257,460771.3630844037,169754.36714770642
383,2212051.7659993577,33302.07577256881,5506535.595879358,452411.3511165138,121426.63095963302
384,2096499.9991116214,37586.20982864865,2642679.3581449552,395436.21495945944,130133.94500270269
385,1813888.1623155046,38478.60825366972,2706216.2659652294,374890.0420844037,123480.49855963301
386,2064402.223944954,30976.557116330274,1927031.3015165138,363042.09935596335,73165.40095596331
387,1825900.4815177273,24791.433545727275,5121259.654682091,509301.30948,105332.82363727273
388,1437369.804023909,37816.893272454545,2027476.629359182,495282.80787,119521.40231181818
389,2034926.1646801801,30322.634717027027,2042654.1455356756,384634.9514189189,95625.22817747747
390,2230108.896803148,21587.633254351855,1668214.5989419443,633670.5438277778,128683.98359259259
391,2144044.559098909,28092.65405045455,1309715.7090870908,509845.69011545455,110687.43481818182
392,2349438.810462844,31086.194138623854,1592391.4658880734,630478.5939477064,110003.93780458716
393,2279096.004,42335.4629418018,1952805.6304734233,492121.7482342342,116878.80788198198
394,2782980.157503486,28465.183102752297,1410867.897181835,668685.330493578,203039.64300733944
395,1554279.475661,29012.21086081818,2239040.7210633634,527183.4896672727,63763.09498454546
396,2185865.9839327275,24712.706409545455,2265313.394349909,495612.4932081818,77956.30822545454
397,2287989.736530818,37226.50535190909,2120630.231637636,465053.7427154546,87836.30904272727
398,2361642.5339095453,46170.20995118182,1623499.5043393637,564614.6917136364,109349.50528181819
399,2141565.839317818,26100.148679454545,1568947.8428706364,542929.1442472728,153804.39747363637
400,2390334.5431841817,42321.318684363636,2042737.2253246363,586274.8148154545,129797.27245272727
401,3349582.139250459,30065.36630348624,1331231.6487162386,425874.7916174312,169046.93322844038
402,3367447.353575909,32877.538516,2079888.0880471817,511156.5522445454,92965.55697363635
403,2692322.0412083785,34005.31898207207,2224586.2870719093,529509.0929872728,111903.67114545454
404,1882470.5561175456,35200.69707345455,1991244.0311211713,536502.472172973,81224.43782432433
405,2467988.6341096326,33527.97629412844,1146039.9040783485,581190.9160522935,232392.91777889908
406,1872933.1083811817,31217.511810909094,2525512.6662964546,606882.9047418182,116315.15733454545
407,1450700.682405688,28235.02652440367,2229017.9355606423,621995.014080734,104140.13976146789
408,2926026.9574817275,23022.761834545454,3784433.1615331816,598734.7563463637,90496.97070545454
409,2395177.124555688,27378.284455229357,3632347.9142067884,562330.4138642203,133093.19566055047
410,1773936.1762142726,50151.31985454546,2555609.0537460004,693450.01904,106491.12502363636
411,4002550.5292166965,41605.36472616071,1678694.8735485713,602683.5901330357,106968.88633571428
412,3695649.623064727,35753.249728454546,1689261.9149277273,574188.0397,125288.54527636363
413,1751913.047701,39469.88297563636,1569368.7666210001,423945.05597999995,257120.1850890909
414,1882041.8431775454,33801.53503981818,1555153.3735586365,499886.9789618182,118947.56396454545
415,1381006.5694422727,30556.465139545453,1542729.4820769092,541596.2780645455,98241.26772
416,1456003.461408018,42401.09186486486,1765591.6077935135,547100.6697738739,121279.3340027027
417,1586871.7776755963,41825.37679880734,1495280.4053594496,515397.83410091745,107540.60179633029
418,2655503.5536938533,33880.87461266055,1640168.2001605504,484901.23927522934,133172.41793944954
419,2808561.760651171,25374.261372432433,2133096.6152401804,583919.8387468469,72554.80443090909
420,2097755.842222569,30956.270460733947,2152629.453830275,494764.2492256881,177111.6294490909
421,2489675.0705994447,58290.30410407408,2476745.509941574,717075.3223509259,90131.50004907408
422,1738901.1872297246,75467.75467697247,1552066.7481499081,454622.1387816514,115530.26997339449
423,1746659.2589800907,28519.96743427273,1556972.5150692728,337332.7183181818,149375.35379636363
424,1873022.4755913636,126129.14161872727,2117449.3418374546,570121.9951654546,156218.26115
425,1593195.3586704547,32578.087607272726,1788775.9082227272,475446.1189627273,178435.39489181817
426,1882298.2520071818,48697.42779509091,1901779.0721375456,402045.96232999995,124193.24305090909
427,1896934.0897080735,30689.137846697246,2938012.9280267893,709635.8287477064,153915.62187155962
428,2382366.25311982,43301.36634900901,2350353.076207207,751503.0811945946,111748.43963243243
429,1332126.137923945,26827.89554623853,1327676.1306688075,479053.31583119265,150315.88128440367
430,1333740.6997839091,32913.324327636365,1924081.0869554547,611623.7826927273,167139.4940409091
431,1781074.227850909,33494.08703190909,1683223.5418691817,644470.1673399999,113551.4925590909
432,4219386.442646455,35930.14319509091,1546141.141153818,547113.25027,116593.75627454545
433,2731603.825421636,25446.958352999998,1739146.2535045457,635262.47757,107651.22751272727
434,2518079.943135727,36917.21491409091,2644285.7399542728,511043.94504363637,146374.33955
435,2935320.116883604,41525.80632711712,2940729.8602236933,603821.6041846847,138839.27803243243
436,2429796.729202636,36412.57393436364,2086299.1185077273,684008.5106036364,127878.16546181818
437,1663186.750129099,20773.25968162162,2353120.8575105406,569936.8885063063,125755.41321531532
438,1656103.2289972974,37416.75603702702,2079338.056945946,492756.3616009009,166086.4569
439,1756275.7446054546,31728.156984636364,1674258.435330273,394583.1101872727,161534.41510454545
440,1673300.2579744954,38532.90346174312,1815648.2953548625,453032.75845504587,123648.41276972477
441,1922926.1133385454,31027.661492636365,2040664.9154731818,523684.5332909091,121526.1732790909
442,2903697.874128378,33039.54674522523,3215458.241630901,730907.1338207207,118364.1948018018
443,2192796.1673743636,26915.72172472727,1749491.667768091,445886.17565000005,86367.81687090908
444,2904072.918624375,26015.33251089286,2661269.9037578576,420700.61706160713,58301.196514285715
445,2502344.1117694494,31804.31095614679,2891117.8796445876,628090.3709844036,115995.69861834862
446,2363768.638858919,18461.753138198197,1351678.7673596395,417321.67606036033,164450.92775135135
447,1385585.4763840542,31528.18370846847,1066889.0184911713,547940.0588783784,150121.5458882883
448,1727793.2746554546,23259.011422,1923805.5780703637,438774.77635818184,157492.47341454547
449,2563186.226777838,22819.4123990991,2065986.2762647748,512041.62681081076,164517.58682972976
450,2425814.9561613635,23900.189695727277,1380053.8234265454,490585.47723818186,167451.0767781818
451,2173508.2943751817,34914.76271463637,2574166.3505679094,620205.4869081818,127179.41214818183
452,2523347.072946514,23928.90869825688,1328402.5935811924,489794.3414201835,137945.21453302752
453,2422452.4984729094,19807.86729627273,2440153.204929182,554136.3240318182,152141.2399518182
454,2095402.0182513513,23041.409534144143,2146742.6104827025,700561.2606558558,150999.97148468468
455,2297794.604406422,30990.56354908257,2444902.3683372475,569684.2067146789,159002.47454495414
456,1949839.7190774546,14942.654536272727,1545973.8405635455,551102.5387145454,155460.72908818183
457,2187698.1735045942,42471.359631081075,2213074.385502523,669226.7299252251,199762.70565405404
458,3134617.2379921814,20127.173000272727,1823347.2354516364,632045.3656854546,193114.01939909093
459,1839236.765343091,29329.05420518182,3232337.4849451818,480132.43571363634,173933.80110545453
460,2426052.1451075454,27735.804445909092,2401310.117214091,425527.10109545453,103819.65988545454
461,1811368.4089977064,30087.8245012844,1353869.8978411008,516409.3532834862,111056.34915137614
462,2848437.558619091,19602.715882,2233281.235961818,310433.98077454546,154461.51656454545
463,3385627.848429817,26238.81775853211,1326668.6964633027,471094.7943045872,166896.2161844037
464,1644397.4206073214,39027.818719196424,2069457.7806549107,492906.4934705357,145353.22495535715
465,2144718.200243486,25886.122011284402,1732091.8894593578,528654.7341917431,135394.04178715596
466,1795081.9628567272,36063.60178763636,2185940.1583475457,386284.7061609091,111519.6144909091
467,1786911.9425755455,28710.971973181815,1509969.0158304544,494769.25611376145,135376.2093733945
468,3839018.5426098183,23052.487361727275,1654417.811002,466356.8389081081,169010.02323693695
469,3583476.9036585456,25935.954902909092,2130261.9471365456,499965.0989844037,158744.0796266055
470,2339877.9041009345,31740.924198504672,2047913.750861028,585385.2840972223,135760.66716666665
471,2072858.026356,29117.788473545454,1950864.3767651818,474759.0614981818,144309.85106818183
472,1899865.3658652252,27045.082007567566,1455117.7491244145,554587.3234576577,149622.737090991
473,2065674.4915551818,24311.000770363637,2014938.311433091,521323.46241727273,153497.4127809091
474,1741184.7540301837,27508.38975577982,1364692.1381030274,550444.4046458715,94389.66347247706
475,1838935.9302822019,22426.96324238532,1361092.4774259632,522912.51335504587,139268.20413211008
476,2516290.5155073637,43986.894511727274,2136298.1700745453,503541.9465509091,94015.00716
477,2256634.5685736365,29010.712611181818,1855273.188787,463251.15466636367,127664.8858890909
478,1878982.1041141283,26001.153135137614,1981410.9119715597,580361.649759633,130959.32677889908
479,2236358.6854036935,10892.826301441442,2212865.1502445047,543487.2685558558,123557.89344414414
480,1568492.960016852,19775.118045925927,1471988.7912041666,448683.4645092592,178023.8762925926
481,2120384.1731506423,31115.28883036697,2702010.41135211,558965.7414385321,183711.50930642203
482,6694496.701167728,16997.17423027273,903672.8875270908,378736.05364,218827.59033363638
483,21904858.66431108,25463.70569351351,2699164.9296536036,695694.7488288289,91427.63495405405
484,7900457.991450278,18769.59642564815,2153059.8050196297,704466.1990731481,172034.78505
485,2952899.7281933334,31159.153307837838,2676432.6209748653,690834.6728927928,134754.4585828829
486,5069350.889826513,25878.93129688073,1184093.836665688,436006.62721651373,200500.31859357798
487,2351717.741181636,30697.135284818185,2052583.2158027273,530688.8197572727,107302.01908636364
488,2114487.7583337273,21649.92533390909,1359721.0787491817,536858.8601581817,130100.52693545455
489,2217120.292664312,14270.775056605506,1406419.6729827523,538633.5670339449,140131.82022660552
490,2603165.985894414,18755.786930360362,3343040.1264987276,639946.79841,158136.06882363636
491,2409860.2947464217,24628.939664036698,2457953.6176850908,488765.9211336363,199666.90767454545
492,2326491.108030811,26784.146615045043,2203774.420962072,469754.09961171175,113226.69917387387
493,2813990.5137942727,31549.524414818185,1159115.3161078182,461650.71362,178470.32109727274
494,1887422.6670259633,22002.699720733945,1830430.3938161468,464995.16617247707,123099.1389908257
495,3034615.3923104503,18733.92798963964,948169.6330909911,551404.9889621622,154509.30612882884
496,2059896.4701662164,40631.07864828829,1780532.8926484685,695350.6589792792,184748.3712792793
497,3932323.0808993517,16176.132463981481,2329308.958627222,521112.20954814815,198064.2404324074
498,2171440.3212992726,28504.096406090906,1535982.435327727,544724.8235,125847.73523545454
499,1720669.684244587,24259.366248532107,1886473.4284232112,501081.7326724771,152450.79973577982
500,1527992.3059866363,26516.94573418182,1812304.7529855454,509379.1753431193,136041.38246880734
501,2257961.71207,27254.40095890909,1920656.7241655455,349442.6396882883,125262.67633963964
502,1804666.9550987156,17585.212156880734,1313802.9369915596,471901.1460963303,122747.6138614679
503,2772809.3650894593,21712.70105936937,1390774.6286403604,433453.76918738737,108735.50489459459
504,2447127.445913889,38182.534557314815,1036846.9211726852,445275.7603185185,144163.74782592594
505,2539166.542317909,27296.924229363634,1211762.3315405454,360268.429987156,109923.91460091744
506,2251413.6520362725,24892.888663454545,1550885.2526575455,362598.1406477478,109877.60455675676
507,1913919.4371666964,30690.10943330357,1221674.4300607143,446213.9260758929,115124.15484642857
508,1363662.2026427523,22252.983934862386,1333259.0081266055,467272.49262752297,130623.32170091744
509,3190084.9028474074,21007.82095314815,2079964.6637005555,397349.15570462967,89321.13225648149
510,2359775.5200323635,22780.215799999998,1425715.6953705454,509457.48394272727,104048.63664636364
511,2555835.780256055,28537.18013155963,2101363.3805019264,510843.44098073395,129759.84394128442
512,1894461.565956055,40811.84987788991,2389991.063401193,608883.7934146789,103337.32680825687
513,1928487.724198,34471.961159727274,1742872.222691,476319.2094518182,175348.97807363636
514,1702289.6902298182,19049.496278727274,1684015.157305909,384395.4062736364,120674.26603272726
515,1836900.4187164865,23894.255265585587,1689821.3589094596,635146.5978,166108.70299454546
516,1700317.9838208181,28195.409006272726,1790912.5396446364,596876.9031572727,125715.95075727273
517,1736627.6846387272,21843.24070581818,1986711.5587587273,524839.7652567567,102252.1140963964
518,2786734.3536306424,29642.286345412842,1620885.146636422,584750.5226238532,163022.2253357798
519,1889142.5429105556,25179.397480370368,1800917.976392037,616514.969224074,120080.86027314815
520,1896318.4020877478,32125.86508198198,1805743.5696933335,551626.2685828828,89985.3401009009
521,2501728.859666909,26971.55317181818,2188458.1698559998,412930.85617363633,143929.1559090909
522,2249194.753692752,26424.833201009173,1380374.705477156,499935.085159633,143811.95893669725
523,2062343.7262847272,17601.123449363637,1251358.1838227273,685509.5247154546,146984.0315309091
524,2349860.038484771,21944.89434587156,1749981.1649986238,606954.1484348624,117145.55726513763
525,2452653.499540901,30778.42985054054,1121463.9471631532,567387.8766837837,168064.13384864866
526,1776853.9072083635,27283.28569981818,1575216.9723972727,610386.9944190908,136114.11758454546
527,2292284.9754284406,19506.835695688074,1219982.0447427523,519128.4772678899,138668.07706605503
528,1453340.5510688075,24643.151295871558,1587101.135791101,406205.35640458716,137329.85609351852
529,1499101.271348818,25724.77571,1636163.043746818,497027.6447509091,107255.48667477477
530,2462999.5322919264,45418.94561422018,1570039.3292148625,763348.9286972478,152501.88983486238
531,2257289.705627156,50045.41570366973,1735944.216172477,733205.1992559632,83044.83120733945
532,1593813.0590184405,33497.413672018345,2064167.9705418348,512996.9353201835,93203.70420183486
533,1684278.854014,23138.035050181817,1230837.9291895456,477441.02988545457,83445.24925909091
534,1816922.6667064545,26689.040200636362,1408199.353360091,424072.6772357798,91656.73865779815
535,1998658.648865413,27408.134998440368,1697344.9345661467,780930.4613154546,134391.09764727272
536,1516716.2427854128,17911.309131651375,1776680.385259633,609735.4967697248,123037.36126605506
537,2528445.0162259457,23363.73026018018,1575072.515645946,638514.8931477478,147959.81318918918
538,2361784.103400551,18054.989041651377,1397908.6366366055,1291253.154217431,70508.05391834863
539,2147536.1582103604,26172.254225405406,1453892.789241892,819574.2379531531,135264.03345765767
540,1766225.6862189814,27436.842652314815,1446954.7760424074,616635.4932814816,97775.18884444445
541,1793867.4643421622,34290.96975036036,1332084.340620901,834481.8141315315,158561.71982612612
542,1650810.2874287157,22621.51972587156,1735081.9408099998,1066953.4944045872,108523.73055045871
543,2122914.7188845947,34437.27454234234,1702059.5550996396,909686.0670315316,152521.59613603604
544,1586141.3615229093,18787.53000290909,1620436.7618795454,606834.9298727273,96814.21190636365
545,2277041.4418941285,18704.832571651375,1614561.2401073393,602029.0411724771,142529.3635155963
546,1511642.7966714415,22394.169204864866,1451071.0165385585,527420.4904063063,99561.10572972972
547,1747089.6256483637,14731.315681363636,1395906.0022154546,558731.155139091,135902.71363727274
548,1206202.675067156,23852.316337522934,1799209.766686789,349282.7354788991,111525.16580366972
549,1823662.713282883,16995.19329954955,1116283.86953991,433642.86743693694,152705.8924572727
550,2066864.6493783637,19644.61548581818,1526977.2137459998,591033.4284327272,95548.38338378379
551,2053708.8388916217,21728.934025315317,1308517.2859954056,603148.0994990991,163902.1954765766
552,1641424.7156795452,20097.912043454544,1711810.587959818,536914.2673781818,129756.75460272728
553,1789891.9196595412,26847.039594403668,1190095.144803945,549130.2605752293,118576.37670183486
554,1546392.8005747271,17729.308634818182,1281604.9886841818,350250.3363381818,54704.28392272727
555,1747448.0379902779,14123.08623972222,1223055.1413534258,463128.06669814815,95396.77647314814
556,1573696.6323966666,33579.73942243243,1456013.4831890091,432289.4474621622,71698.72818288289
557,2504841.5219856366,37246.159724181816,1108642.5562897273,561889.6884218182,180476.98499090908
558,1984759.4725300919,23875.38716027523,1178380.5618727524,413184.4854779816,142942.87297798166
559,2101398.8982752725,20331.329958727274,1583340.7130223638,517609.04881363636,107817.4294690909
560,1754199.703755046,15588.202954770642,1204298.5619415597,465073.26300183486,97021.51320917431
561,1953486.159630734,10846.688932844036,1021763.8812706423,460933.50228990824,100445.02216055046
562,2259290.858461351,11896.743732972973,1170093.8361903604,486435.4939513513,213373.5804801802
563,1933970.3324524546,12958.456936636363,1219576.814375909,421468.01535,69012.84558636365
564,1833953.5567813888,15876.389672037038,1736481.6468956482,552376.2401407408,151118.48125092592
565,2415156.389331,8839.119008181819,1160357.9240055454,555843.6713418182,114014.60660363636
566,3001260.424668349,15863.174919174311,1104016.1633078898,535740.8496703703,155485.37676944447
567,2592549.8121097246,24438.994956972478,1574343.1591363302,642614.6636027272,153017.25978454546
568,1507719.2821348181,25504.301150545452,1138500.742476,465697.87178272725,98373.73392272728
569,2257564.3292055456,53820.94002009091,1648630.3444154544,547187.2092790909,135309.55552090908
570,1419067.9328493637,31882.338380727273,1379624.7457104544,1124144.0900709091,132534.3441309091
571,2060941.9103094544,42170.86748090909,1350868.6399372728,504173.8257945454,177087.5753709091
572,1614337.459237963,41599.93139453704,1445806.193358611,558601.9610537038,148665.97364166667
573,2054791.0794004546,43848.748745,1542580.6046836362,443892.0417936364,113507.37153727272
574,2016779.1945585585,33323.13146590909,1397916.5087874546,434352.76046181814,107243.76038727272
575,1974673.5672975453,36916.60482,1246286.3255747748,522473.5672612613,120891.9499072072
576,2785856.290197707,27031.906722636366,983750.7864420183,479853.5594669725,107557.84663027523
577,1483071.8106898165,44063.0339137037,1066397.5356921102,478987.22303027526,107096.81027614679
578,1369223.5287803637,48980.227156,1649102.1288243635,322619.6074927273,67731.43933818182
579,1333168.5240325225,43765.12366594595,1829536.6440941442,487216.81044774776,77444.5599990991
580,2168543.2293909173,35487.817852660555,1619309.1158255045,503798.3333,100999.80833394495
581,1646288.2084584404,36805.00821119266,1649487.6288744954,483936.2259137615,62616.52762201835
582,2339644.2794846366,32209.95462509091,1181044.9237743637,453665.96187889914,116575.34646788992
583,2540458.7404321292,41484.62002703704,1542556.97814,484727.58270091744,90413.3632614679
584,1201070.412390642,35721.03131174312,1312259.5112269723,406874.63092110096,62661.6500412844
585,2088803.1735118348,32098.746401284403,1449230.9289378899,612184.1283348624,126526.09212935778
586,1389914.8119179092,41930.011503454545,2044053.2362874546,1319966.2699345453,86166.54938818183
587,2027609.0882108256,34688.34918917431,1515108.651697156,737935.6000926605,133963.12069633027
588,2235271.9154576147,29697.868119082566,1648330.4791149541,1293526.0938376146,70021.23652293578
589,5787208.590695273,38508.998875363635,1202654.6378431818,616941.8505190909,91396.38083363636
590,3585132.163497727,40869.60862772727,1510827.0396092727,567933.5664779816,114921.07151834862
591,1790286.4747820909,21842.103221818183,1252110.495924909,546279.949049091,116287.74597181818
592,2403984.157524545,24358.491962636363,1316149.3982072726,601223.5552036036,124358.19738828829
593,2700593.294753727,22583.706185272724,1973639.191849091,474519.9335654545,142737.00584454546
594,2606846.5760918017,19963.696283513513,1065325.3056,457483.5454252252,189358.84911981985
595,2638865.53696211,26258.842387155964,1162036.9614448624,477599.3312293578,56867.59712201836
596,3487666.486374679,32245.72830119266,1564373.2181110093,494251.77073669725,86189.95400825689
597,2442747.1894513634,27051.77961027273,1369766.2881982727,513284.69674272725,102776.65832181819
598,2511280.7569955965,40122.26351422018,1477441.29465422,450688.5341357798,72987.54029357799
599,1840422.5627062728,36601.12005027273,1244709.6312475454,426837.87017,105110.00930545456
600,2838077.5329112965,33527.78913268518,1594875.0707841667,617532.6629287037,101193.4804462963
601,1949743.471330721,35979.53420054054,1547457.8557103605,802809.3346666667,177775.05543603603
602,2464854.1529871295,29784.761516944443,1517941.8671240741,634670.9752685184,90232.20724351853
603,2335646.7377833333,30372.3704263964,1383350.6052085585,606078.4558783785,148646.64175495497
604,2349578.0871556364,28609.94099781818,1604956.115963909,658694.6105500001,120241.87573727273
605,2036871.4130415597,26840.359751926608,1289489.5381426606,824081.0876412845,150192.53969908255
606,2617421.207046,18403.19245809091,1276825.1470547272,601844.7566745455,110916.09347545453
607,2491630.7880556877,16967.382386880734,1398103.8082171562,587277.486640367,87098.97075504587
608,2527020.153813091,10736.065955545455,1195359.5046703636,905448.0712445454,109628.77191
609,2373186.6784785455,9807.549359636365,1421405.240350091,542562.6410645455,138747.78012636362
610,2278405.484096055,12325.96920587156,1166962.9123870642,474379.61773577984,88770.27096605505
611,4243457.076186018,15803.21840898148,1256297.486275741,493399.81704444444,134581.8623027778
612,2174577.403480901,13212.07018162162,1851000.8721081982,416950.7370663636,108839.63883727272
613,2866063.9699483486,39418.28481091744,1631851.6680422018,872171.9618072726,96430.51116727272
614,2332961.238401468,26729.455333027523,1564713.3408633028,461785.75295504584,78713.27083669724
615,2010915.2725128182,28146.459355363633,1400215.5174314545,621619.1382527273,137122.59319636365
616,1932957.9056612845,27074.775629266052,1440377.465093945,528451.0335614679,123307.44678348624
617,2388060.384322,16284.621932181817,1527982.3985633636,529448.02849,96641.50002
618,1890165.315136422,23426.618575045868,1600883.499237156,637530.4224444444,101075.48504814814
619,2981255.8113636696,18465.620596697245,1517164.997466514,494281.07252272725,95436.23823818182
620,2776809.0618550004,22481.46229572727,1494624.842649909,494724.2887945454,122780.90566818182
621,2779076.7769298167,21180.549107155963,1303240.3044533026,403787.0342770642,158757.65127155965
622,3020176.790843964,15840.56299045045,1529664.791145766,410449.2554846847,35649.74018378378
623,1957340.1316482883,22309.146263693696,1535715.0701318018,555874.2795846846,80879.30267454546
624,2142978.4297312726,14290.314106727274,1251671.8742576363,348620.7439881818,147043.31053
625,3089220.2745064544,23241.47671590909,1499225.4118471819,476489.1290827273,116196.21727297298
626,1847317.1196156363,8744.876645454546,1687094.1078978183,412165.5185472728,110799.97388090909
627,1996422.4157321295,13032.333362777777,1385487.4514477777,299338.54330185184,64872.14888518519
628,2731657.653109174,23561.823250183486,1141169.8502354128,436318.5429657407,138152.7704787037
629,1526860.0917097223,36776.95801064815,1261671.9954678703,304504.1622348624,102238.45896605504
630,3106064.4238572973,33252.36603828829,1450126.9921903603,576288.5218243243,186246.70011531533
631,2709972.7919266056,25305.21710587156,1343054.853099266,508529.3465522936,115051.36858165138
632,1853917.7994829358,28791.95103522936,1525951.9735410092,531192.9950770643,72939.50673853212
633,2344773.9507785323,18507.960416422018,1529489.4885462385,507082.10908990825,134597.174446789
634,2612678.478050636,20864.882797272727,1444483.8802804546,547855.0952336363,67983.37308636363
635,2028647.498189091,20366.368139,1242343.4248146364,453072.1351690909,60459.883552727275
636,2186927.4975215453,33580.210106,1341619.9849426365,489583.1319,126479.30754909093
637,2157205.451068,26411.467726727275,1248549.7080417273,531503.4640109091,134551.0455118182
638,1947959.8756991818,27074.605081909092,1278175.152725818,450089.42095,135603.58767
639,1833929.2122415316,20397.2599181982,1489881.706716036,528779.249691892,110503.96010900901
640,1216288.4028406423,37804.833561467894,1338728.0593512843,411794.3359825688,95999.19249266054
641,1372511.2736405453,23715.768615727276,1162161.3805735456,315906.32971,73460.25318181819
642,2473473.644503211,18941.746548165138,1248032.6182010092,489088.4430330275,141343.13532752293
