minute_idx,BTC,DOGE,ETH,SOL,XRP,all_assets_med
539,0.09335303951561111,0.6322159849786081,0.24675082796696363,0.47893213832788517,0.3608579262919697,0.3608579262919697
540,0.08528317823721884,0.5571646643024947,0.23664233119411276,0.496455548857919,0.36107470098960515,0.36107470098960515
541,0.15790774913489927,0.6731111906301575,0.359134149276974,0.5285154988826535,0.48591329977207853,0.48591329977207853
542,0.08986536165892199,0.7376118313043303,0.26442324454845434,0.5052149133044692,0.43654761580059714,0.43654761580059714
543,0.09639508813216266,0.6805593406646668,0.26794990721139805,0.48774680009692,0.43180984851410104,0.43180984851410104
544,0.08679467160589402,0.6501718288034588,0.2452352239270119,0.48794450523352606,0.40981934292122785,0.40981934292122785
545,0.08533491835734222,0.8038866341454203,0.25811664965172265,0.47604002268501583,0.39407452186270925,0.39407452186270925
546,0.09490012708077229,0.8182982705476737,0.2679251621309211,0.4798346661177698,0.39337604580407187,0.39337604580407187
547,0.09201700297509932,0.6798826944240461,0.25781330025667465,0.47207106702046886,0.3873668941608316,0.3873668941608316
548,0.09061234225591042,0.6903966954629129,0.24334881912630185,0.4557455489323312,0.3649891338197009,0.3649891338197009
549,0.08899751611398958,0.5258071217189185,0.23073711535209274,0.4681713310300537,0.35515434586921013,0.35515434586921013
550,0.08605569002176659,0.5855429770683878,0.25172526128636646,0.47267409463923854,0.37754591517825126,0.37754591517825126
551,0.10454507613121146,0.6088219696308159,0.2305823506178642,0.5009602671270844,0.3582105571931757,0.3582105571931757
552,0.092012558374635,0.7307406077677338,0.2513980433502816,0.4803487140856045,0.3902077592601094,0.3902077592601094
553,0.08456318996088034,0.6859253419839887,0.24739513735454408,0.514000993371098,0.40033940489789965,0.40033940489789965
554,0.08381436333261172,0.6143918628326515,0.24100642644633802,0.45567542213698203,0.37426394894860937,0.37426394894860937
555,0.09908087251330253,0.5140921354428417,0.23048698843509588,0.48496327098973174,0.35821739309728534,0.35821739309728534
556,0.08231502198673174,0.5004404220532439,0.23262944952918096,0.4634977860411463,0.36779292834992305,0.36779292834992305
557,0.09279274929618767,0.48691882567281247,0.25363042255221163,0.48438942684554354,0.3969812883826666,0.3969812883826666
558,0.09211747576202861,0.46895248487512003,0.23685859652906527,0.48440791852659937,0.3939584714838559,0.3939584714838559
559,0.09431663029566423,0.509231251574011,0.26231054497456685,0.5014844859562654,0.3841908273789234,0.3841908273789234
560,0.08310565961049055,0.469589869882148,0.23297898858020263,0.47264006217846116,0.3682593885441627,0.3682593885441627
561,0.09290978355513416,0.5247462462306298,0.25412072305734623,0.4849546062399216,0.3746819488141749,0.3746819488141749
562,0.08377107049320996,0.5111747002094886,0.2535201416261148,0.47162707190387004,0.3772835186428212,0.3772835186428212
563,0.08527006035107099,0.5521899783330849,0.24103329192301498,0.45923009899932615,0.35475562900328256,0.35475562900328256
564,0.10359723629299358,0.5287298845886498,0.25405718223279866,0.4803041540613979,0.38096992369286303,0.38096992369286303
565,0.08223564952759373,0.6465050316315324,0.24932935861395314,0.4753442473174267,0.38027724654316736,0.38027724654316736
566,0.08901496281794687,0.5817729066166232,0.26205909758926366,0.47113404602051123,0.35750787371735615,0.35750787371735615
567,0.09348946712449571,0.9436564495127804,0.24914890197183975,0.4659010802996621,0.42132477880562336,0.42132477880562336
568,0.08738081745477619,0.6934053224344804,0.2592783816530774,0.4903948523976551,0.395385991580109,0.395385991580109
569,0.0888860377465467,0.6237500842109092,0.22997748396358675,0.5066536555418975,0.3568348738601306,0.3568348738601306
570,0.0904131411195376,0.5917571214487336,0.2573810695269478,0.49473589030003373,0.36656755678687364,0.36656755678687364
571,0.1165342174427834,0.6100138989001768,0.24474434297534314,0.4781388493742004,0.38564070664356276,0.38564070664356276
572,0.08368391454071145,0.5695545430340483,0.2641342630261026,0.46609324282696973,0.3762799567544509,0.3762799567544509
573,0.09636245399143069,0.5958508097183673,0.2635083961014872,0.48237041008639264,0.37590790919766165,0.37590790919766165
574,0.08292715769797147,0.5232849037305716,0.23834895999435682,0.4531978550708622,0.36309410198824915,0.36309410198824915
575,0.08293516217500913,0.45758498688546106,0.238333265332578,0.4534049918901961,0.3823053362330088,0.3823053362330088
576,0.08519822571763563,0.5490245248331759,0.24060598060138966,0.4617224582084355,0.3860492163664363,0.3860492163664363
577,0.08218323613054433,0.5075153597980221,0.23009015762962046,0.45776186521340345,0.3666020567135459,0.3666020567135459
578,0.0844312311049849,0.5348043101129848,0.23217536278843548,0.47018484015462325,0.36977221314367315,0.36977221314367315
579,0.08220810983003474,0.5158416215650496,0.23224000869047398,0.461965675996163,0.36336018041813967,0.36336018041813967
580,0.08220661562530181,0.609906278628437,0.23657913561904956,0.46216610237688566,0.3635523526450394,0.3635523526450394
581,0.08221418795766355,0.5442006473818742,0.2726370130820033,0.47488683648291385,0.3539620329527108,0.3539620329527108
582,0.08295444312481223,0.6482467809313108,0.23455291316203816,0.46219028665943307,0.3734469361137771,0.3734469361137771
583,0.08372148495881317,0.5999873065021144,0.25161571124614723,0.46211847725460564,0.3733342091903462,0.3733342091903462
584,0.08371325444056522,0.5399540260512589,0.23672147049657727,0.4789783770513665,0.35725157545560604,0.35725157545560604
585,0.08444652199737553,0.7081187026625739,0.23663416166731685,0.4994365391249193,0.37649915164840414,0.37649915164840414
586,0.08594109242384768,0.7530390688468417,0.25973392886910524,0.4786674543815657,0.38298037068993723,0.38298037068993723
587,0.08823285070708041,0.6461587453816734,0.24731032646726187,0.516297066560284,0.38002124341739296,0.38002124341739296
588,0.13063347508368184,0.6431077917119572,0.24336737605369882,0.4708225693507326,0.4095850453960155,0.4095850453960155
589,0.11161233051851849,0.7184901838511201,0.2876774578455067,0.49176423465709157,0.41590177113918725,0.41590177113918725
590,0.12147400301453812,0.8152731780104493,0.3008657204679025,0.5308633071438571,0.43016260427273506,0.43016260427273506
591,0.0997093053337791,0.7823742293859834,0.260853631997424,0.49725226327772587,0.40683435817459923,0.40683435817459923
592,0.09517876065178343,0.7745557390807122,0.24178925033746876,0.5294131538198562,0.38375708053577134,0.38375708053577134
593,0.08619828804288648,0.5192383756409639,0.27970051411193064,0.4766708538762353,0.39069867913906403,0.39069867913906403
594,0.08987603845317493,0.6626487381230088,0.2604033075233727,0.46813449915865923,0.41583142165573145,0.41583142165573145
595,0.08243061443398085,0.6007656918133178,0.2439280756627917,0.47657658730506064,0.3778137346684838,0.3778137346684838
596,0.08925123258140553,0.8152405737950379,0.24197496184015682,0.4937897944056282,0.38135510768478453,0.38135510768478453
597,0.08622645387380277,0.6870918660656448,0.2525570694252683,0.46053729201966137,0.38758594859964135,0.38758594859964135
598,0.11956949245760762,0.737483664378228,0.24851110447547733,0.4605171471008677,0.4107104294096471,0.4107104294096471
599,0.09375357006016032,0.5995333888428519,0.2630990173843286,0.47722520766218035,0.378092034867075,0.378092034867075
600,0.08707860588447662,0.6182643286563042,0.2572195118351523,0.4991709896064381,0.42791086589374216,0.42791086589374216
601,0.09435522169332702,0.5067712414228136,0.30629611936150525,0.5097317654291665,0.40311306816075754,0.40311306816075754
602,0.09313831297824578,0.5465840247115988,0.24843650859461408,0.5069901989964565,0.4077296203169045,0.4077296203169045
603,0.09507168678228767,0.502400174824531,0.25003287682454217,0.5012683996318165,0.39026192742759946,0.39026192742759946
604,0.0831958639393518,0.506875699585813,0.26706039304685386,0.48093204616298696,0.3777009559130456,0.3777009559130456
605,0.082441450472586,0.5186768446457948,0.25245533554561606,0.4808068997783715,0.39736384357243476,0.39736384357243476
606,0.08243395391975616,0.49184360607922123,0.24164714963882178,0.48027286325428603,0.35493958270187626,0.35493958270187626
607,0.09226985859900294,0.5439989431965461,0.24599554563130388,0.476311003813045,0.38757439471525074,0.38757439471525074
608,0.08468417409182322,0.5571183460530966,0.23325306749072724,0.45951778977214525,0.3647270901184889,0.3647270901184889
609,0.08242997578584482,0.5497590031790606,0.23951138014995293,0.48820398502810997,0.36474978391612267,0.36474978391612267
610,0.09225970371679665,0.5255308969272472,0.24170422608397582,0.4759714049992705,0.3877306605751903,0.3877306605751903
611,0.08244057065363007,0.48952338631395265,0.24181721115139923,0.46774185730348466,0.35516444270854747,0.35516444270854747
612,0.08244057065363007,0.5195551120648719,0.2331630677191489,0.4715363299606215,0.3743810131216189,0.3743810131216189
613,0.08472336718293712,0.5037264975744827,0.24396832870364202,0.4675377103516031,0.38103014076742725,0.38103014076742725
614,0.08853298248800946,0.47814851668494635,0.2334684362904395,0.4635854169521504,0.3585737906263053,0.3585737906263053
615,0.0914557548128505,0.49892994506417226,0.2501722290846297,0.4880782318075063,0.37778155329025287,0.37778155329025287
616,0.10062337298972872,0.48140594858266983,0.250298505224031,0.509403178413078,0.40068287039760503,0.40068287039760503
617,0.08321338622195668,0.5350030946709412,0.24163544569465797,0.4841692278471194,0.3840511054402328,0.3840511054402328
618,0.09676577514384802,0.532009522314403,0.23727808470813994,0.47579719102705137,0.3844514308768809,0.3844514308768809
619,0.08465843608106455,0.6891805103999936,0.23934298407558127,0.48367789858503074,0.39683455449738136,0.39683455449738136
620,0.0846539199287583,0.6102590714497945,0.24566768643856057,0.471624487493534,0.39703400540469014,0.39703400540469014
621,0.0839144017195598,0.5822568621979188,0.24362916342737567,0.47580643906599995,0.36800974680244536,0.36800974680244536
622,0.08760131714879231,0.8022167144269302,0.23930835367171926,0.46725452962558245,0.3935239192022931,0.3935239192022931
623,0.10103937356892562,0.6520835391415664,0.275001807387282,0.49655140545679677,0.4137015380167435,0.4137015380167435
624,0.08919440246611801,0.5702251983370765,0.23747449544449648,0.4675669043399685,0.3585779809001833,0.3585779809001833
625,0.09745599544641236,0.6212518252743009,0.24804087130473548,0.46734323232184233,0.38411886710499793,0.38411886710499793
626,0.0824625785923887,0.5268244693180852,0.24386962827153785,0.4631770411081466,0.35532424340162067,0.35532424340162067
627,0.0824589251479107,0.5255726883759225,0.23980636214958598,0.4591088817571069,0.365108669500752,0.365108669500752
628,0.09230013269031508,0.6937543011154069,0.23129583551955032,0.4845517420665318,0.39475297980808477,0.39475297980808477
629,0.08247444097470626,0.47475074428407543,0.23774288052357326,0.4636989241324102,0.3652644954392791,0.3652644954392791
630,0.08470050352359429,0.6098969451725961,0.2645886910815158,0.5003742190529279,0.3843250741996527,0.3843250741996527
631,0.09909215152024019,0.631473401712102,0.26294566589733515,0.4715752020036285,0.36195645195610593,0.36195645195610593
632,0.08853713492557805,0.702028495829192,0.24186677107480517,0.4762214171972872,0.4046342218574218,0.4046342218574218
633,0.0877706193890424,0.7157136970945573,0.25869455748078946,0.5090276773572858,0.38818828220311313,0.38818828220311313
634,0.0824959193594404,0.6257478079285043,0.2648148179511557,0.46316410182549683,0.36865158153985284,0.36865158153985284
635,0.08626997516418607,0.6226226896671242,0.23763166680592376,0.46776831151214,0.3591091080140637,0.3591091080140637
636,0.08253408478907354,0.5464060478805749,0.23139164373823912,0.48469818486934735,0.3559889000678859,0.3559889000678859
637,0.0832641532120574,0.5420675549083581,0.256449431668678,0.5381532566262489,0.3655830774929507,0.3655830774929507
638,0.09000245567878282,0.6394029384537395,0.2479462554690035,0.4674294318088851,0.3622717270434449,0.3622717270434449
639,0.08991982037771357,0.7200249825282488,0.2394661181998809,0.49600249273937497,0.35902502959252774,0.35902502959252774
640,0.08251414389019057,0.5359842507041395,0.23335756663408327,0.47226907856003053,0.36254769946538196,0.36254769946538196
641,0.08251653237880903,0.5165538245885267,0.23962976735656388,0.463976639080707,0.3560020326263728,0.3560020326263728
642,0.08402903177732983,0.6199843221137469,0.2459553726986999,0.480440561731016,0.3558977471208241,0.3558977471208241
643,0.08475420315087716,0.607060265983378,0.23941188390008408,0.49278158694977864,0.372110563560515,0.372110563560515
644,0.08550760392973394,0.44011875032254233,0.23728644040727082,0.47552605129063097,0.35891693332920627,0.35891693332920627
645,0.08247842367533689,0.6778814265970192,0.2393552989031437,0.47554728936747515,0.371898270736693,0.371898270736693
646,0.08248096664413494,0.6508860557078281,0.23307701199139338,0.46312105036472345,0.37200973309435303,0.37200973309435303
647,0.08554058861914393,0.6253552007982731,0.24379584041399288,0.4886151425874061,0.3720708533578662,0.3720708533578662
